,1271,20000101,20000101,10
,863,20000101,20000101,15
,1006,20000103,20000103,13
,684,20000103,20000103,11
,74,20000103,20000103,7
,205,20000103,20000103,10
,1079,20000103,20000103,15
,720,20000103,20000103,13
,1135,20000104,20000104,15
,569,20000104,20000104,14
,251,20000105,20000105,11
,388,20000105,20000105,8
,467,20000105,20000105,10
,1009,20000106,20000106,12
,89,20000106,20000106,12
,1088,20000107,20000107,15
,472,20000108,20000108,8
,833,20000108,20000108,11
,1381,20000108,20000108,8
,728,20000110,20000110,7
,1305,20000110,20000110,14
,1410,20000111,20000111,12
,248,20000111,20000111,11
,339,20000112,20000112,12
,469,20000112,20000112,15
,254,20000113,20000113,12
,1066,20000113,20000113,10
,189,20000114,20000114,6
,710,20000114,20000114,12
,1121,20000114,20000114,8
,292,20000114,20000114,7
,1436,20000115,20000115,14
,1375,20000115,20000115,15
,753,20000116,20000116,8
,868,20000116,20000116,8
,304,20000116,20000116,12
,506,20000117,20000117,8
,669,20000117,20000117,15
,1142,20000117,20000117,6
,923,20000118,20000118,8
,585,20000118,20000118,6
,913,20000118,20000118,8
,1382,20000118,20000118,13
,1361,20000118,20000118,13
,474,20000119,20000119,14
,1472,20000119,20000119,14
,807,20000119,20000119,6
,770,20000121,20000121,8
,507,20000121,20000121,6
,1000,20000122,20000122,13
,1158,20000122,20000122,14
,307,20000122,20000122,14
,1290,20000123,20000123,8
,1282,20000123,20000123,8
,1288,20000124,20000124,10
,411,20000124,20000124,12
,1268,20000125,20000125,14
,964,20000126,20000126,14
,807,20000127,20000127,6
,1357,20000127,20000127,9
,76,20000127,20000127,6
,774,20000201,20000201,15
,1203,20000201,20000201,14
,1406,20000201,20000201,10
,366,20000201,20000201,13
,582,20000201,20000201,8
,918,20000202,20000202,11
,465,20000202,20000202,15
,1180,20000203,20000203,13
,1240,20000204,20000204,15
,1363,20000205,20000205,11
,599,20000205,20000205,10
,28,20000206,20000206,6
,1036,20000206,20000206,7
,1446,20000206,20000206,8
,1180,20000206,20000206,15
,1251,20000206,20000206,15
,838,20000207,20000207,13
,51,20000207,20000207,11
,1037,20000207,20000207,11
,876,20000208,20000208,7
,1000,20000209,20000209,7
,622,20000209,20000209,9
,1433,20000210,20000210,9
,959,20000210,20000210,11
,360,20000211,20000211,13
,187,20000211,20000211,15
,845,20000211,20000211,15
,660,20000211,20000211,13
,1375,20000212,20000212,15
,1122,20000212,20000212,11
,690,20000213,20000213,15
,606,20000213,20000213,6
,370,20000213,20000213,8
,1377,20000214,20000214,10
,1056,20000215,20000215,11
,379,20000215,20000215,12
,602,20000217,20000217,7
,413,20000217,20000217,15
,478,20000218,20000218,13
,871,20000220,20000220,7
,358,20000220,20000220,13
,988,20000220,20000220,11
,1075,20000220,20000220,8
,437,20000220,20000220,8
,701,20000221,20000221,9
,799,20000222,20000222,12
,183,20000222,20000222,7
,230,20000222,20000222,8
,1056,20000222,20000222,6
,690,20000222,20000222,10
,1320,20000223,20000223,11
,181,20000223,20000223,15
,882,20000224,20000224,8
,1309,20000224,20000224,7
,1418,20000224,20000224,12
,1246,20000224,20000224,14
,470,20000225,20000225,13
,682,20000225,20000225,8
,1174,20000226,20000226,14
,499,20000226,20000226,14
,1395,20000227,20000227,12
,107,20000227,20000227,7
,430,20000227,20000227,8
,202,20000301,20000301,15
,1411,20000301,20000301,9
,910,20000302,20000302,11
,995,20000303,20000303,14
,549,20000304,20000304,14
,1206,20000305,20000305,9
,1294,20000306,20000306,14
,922,20000306,20000306,8
,1267,20000306,20000306,8
,1047,20000306,20000306,11
,1288,20000307,20000307,11
,1192,20000307,20000307,13
,481,20000308,20000308,9
,170,20000308,20000308,7
,275,20000308,20000308,13
,189,20000308,20000308,14
,615,20000308,20000308,13
,728,20000309,20000309,7
,1227,20000309,20000309,11
,1156,20000309,20000309,9
,1066,20000310,20000310,13
,845,20000310,20000310,11
,1218,20000310,20000310,13
,310,20000310,20000310,8
,760,20000311,20000311,14
,330,20000312,20000312,8
,502,20000312,20000312,9
,559,20000312,20000312,10
,1122,20000313,20000313,11
,1312,20000313,20000313,11
,133,20000313,20000313,9
,153,20000314,20000314,13
,1395,20000314,20000314,9
,619,20000318,20000318,8
,1452,20000319,20000319,10
,1047,20000320,20000320,8
,1028,20000323,20000323,9
,1287,20000324,20000324,12
,1289,20000324,20000324,8
,1259,20000324,20000324,6
,1154,20000325,20000325,11
,787,20000325,20000325,9
,1239,20000326,20000326,11
,156,20000327,20000327,11
,182,20000327,20000327,11
,793,20000327,20000327,7
,770,20000401,20000401,6
,284,20000402,20000402,13
,1049,20000403,20000403,12
,205,20000404,20000404,12
,1309,20000404,20000404,9
,707,20000404,20000404,15
,478,20000405,20000405,6
,1353,20000405,20000405,14
,1248,20000405,20000405,15
,1498,20000407,20000407,7
,618,20000407,20000407,14
,1294,20000409,20000409,7
,934,20000410,20000410,14
,746,20000410,20000410,12
,715,20000410,20000410,15
,1369,20000410,20000410,9
,218,20000411,20000411,14
,587,20000411,20000411,8
,1041,20000411,20000411,7
,283,20000411,20000411,8
,632,20000414,20000414,13
,126,20000414,20000414,10
,163,20000414,20000414,8
,1367,20000414,20000414,9
,727,20000415,20000415,7
,1162,20000416,20000416,15
,859,20000416,20000416,11
